filename,Is Female,Names,Nouns,Organizations,Text,Verbs
Obesity_(Silver_Spring)/PMC3880391.nxml,,Rushika Conroy,study;design;data;collection;literature;search,,"Rushika Conroy was involved in study design, data collection and literature search.",involve
Obesity_(Silver_Spring)/PMC3880391.nxml,1.0,Sharon Oberfield,study;design,,Sharon Oberfield was involved in study design.,involve
Obesity_(Silver_Spring)/PMC3880391.nxml,0.0,Donald McMahon,study;design;data;analysis,,Donald McMahon was involved in study design and data analysis.,involve
Obesity_(Silver_Spring)/PMC3880391.nxml,1.0,Liyong Deng,experiments,,Liyong Deng carried out experiments.,carry
Obesity_(Silver_Spring)/PMC3880391.nxml,0.0,Jeffrey Zitsman,surgeries;study;design,,Dr. Jeffrey Zitsman performed all the surgeries and was involved in study design.,perform;involve
Obesity_(Silver_Spring)/PMC3880391.nxml,1.0,Amy Jean;Shulamit Lerner,gratitude;dedication;patients;study,Columbia University Assistant Professors of Pediatrics,"We would like to extend our gratitude to Dr. Amy Jean and Dr. Shulamit Lerner, Columbia University Assistant Professors of Pediatrics, for their dedication to the patients in this study.",like;extend
Obesity_(Silver_Spring)/PMC3880391.nxml,1.0,Patricia Lanzano,contribution;coordinator;studies,,We acknowledge the contribution of Patricia Lanzano as the coordinator of the genetic studies.,acknowledge
Obesity_(Silver_Spring)/PMC3815705.nxml,,Amy L. Muzaffar;Andrea Blonstein;Rachel Press;Lifestyle Coaches;Veronica Luna;Alicia Geurts;Elizabeth Jameiro;Debbie Miller;Qiwen Huang,individuals;contributions;design;conduct;study;assistance;data;analysis,BS (Project Coordinator;BS;MBA (Research Assistants,"We are indebted to the following individuals for their contributions to the design and/or conduct of the study: Amy L. Muzaffar, MD (Study Physician); Andrea Blonstein, MBA, RD and Rachel Press, BA (Lifestyle Coaches); Veronica Luna, BS (Project Coordinator); Alicia Geurts, BS, Elizabeth Jameiro, MD, and Debbie Miller, MBA (Research Assistants); and Qiwen Huang, MS, (assistance with data analysis).",follow
Obesity_(Silver_Spring)/PMC3815705.nxml,0.6677852348993288,Phil Lavori;Kimberly Buss;Deborah Greenwood,E;PhD;MEd;CNS;training;support;program;program,Safety Monitoring Board;CNS;BC;ADM;CDE;the Diabetes Prevention Support Center;DPSC;the University of Pittsburgh,"We also wish to thank the E-LITE Data and Safety Monitoring Board (Phil Lavori, PhD; Kimberly Buss, MD; and Deborah Greenwood, MEd, CNS, BC-ADM, CDE) and the Diabetes Prevention Support Center (DPSC) of the University of Pittsburgh for training and support in the Group Lifestyle Balance program from which the current program was derived.",wish;thank;derive
Obesity_(Silver_Spring)/PMC3815705.nxml,,Kidney Diseases,content;responsibility;authors;views,the National Institute of Diabetes;Digestive;the American Heart Association,The content is solely the responsibility of the authors and does not necessarily represent the official views of the National Institute of Diabetes and Digestive and Kidney Diseases or the American Heart Association.,represent
Obesity_(Silver_Spring)/PMC3819404.nxml,1.0,Kori Murray,authors;staff;efforts;VAT,the Biomedical Imaging Core;the Pennington Biomedical Research Center;Inlow;Blanca Desharnais;Julia St. Amant;DXA,"The authors would like to acknowledge Kori Murray and the staff of the Biomedical Imaging Core at the Pennington Biomedical Research Center, especially Brittany Inlow, Blanca Desharnais, and Julia St. Amant for their efforts in measuring DXA VAT.",like;acknowledge;measure
Obesity_(Silver_Spring)/PMC3819404.nxml,1.0,Emily Mire,Thanks;data;management;scientists;staff;data;development,the Pennington Biomedical Research Center;the Pennington Center Longitudinal Study,"Thanks also to Emily Mire for data management, as well as the many clinical scientists and staff of the Pennington Biomedical Research Center who have contributed data to the development of the Pennington Center Longitudinal Study.",contribute
Obesity_(Silver_Spring)/PMC3943994.nxml,0.0,Frederick L. Brancati,paper;memory;mentor;colleague;friend,,"This paper is in memory of our mentor, colleague, and friend, Dr. Frederick L. Brancati.",
Obesity_(Silver_Spring)/PMC3943994.nxml,0.0,Frederick L. Brancati,,Johns Hopkins Medical Institutions,"The Johns Hopkins Medical Institutions  Frederick L. Brancati, MD, MHS 1 ;",
Obesity_(Silver_Spring)/PMC3943994.nxml,0.8122562674094709,Lee Swartz 2;Lawrence Cheskin;Jeanne M. Clark;Kerry Stewart;Richard Rubin;Jean Arceci;Suzanne Ball;Jeanne Charleston;Danielle Diggins;Mia Johnson;Joyce Lambert;Kathy Michalski;George A. Bray;Kristi Rau 2;Allison Strate;Frank L. Greenway;Donna H. Ryan;Donald Williamson;Jennifer Arceneaux;Amy Bachand;Michelle Begnaud;Betsy Berhard;Elizabeth Caderette;Barbara Cerniauskas;David Creel;Diane Crow;Helen Guay;Carolyn Johnson;Lisa Jones;Nancy Kora;Kelly LaFleur;Kim Landry;Missy Lingle;Jennifer Perault;Cindy Puckett;Marisa Smith;Elizabeth Tucker,PhD;MD;PhD;CDE,MPH 3;RN;RN;Sapun Pennington Biomedical Research Center;RN 2;LPN;MA;LDN;CDE;CDE;MA;LDN;LPC;Mandy Shipp,"Lee Swartz 2 ; Lawrence Cheskin, MD 3 ; Jeanne M. Clark, MD, MPH 3 ; Kerry Stewart, EdD 3 ; Richard Rubin, PhD 3 ; Jean Arceci, RN; Suzanne Ball; Jeanne Charleston, RN; Danielle Diggins; Mia Johnson; Joyce Lambert; Kathy Michalski, RD; Dawn Jiggetts; Chanchai Sapun Pennington Biomedical Research Center  George A. Bray, MD 1 ; Kristi Rau 2 ; Allison Strate, RN 2 ; Frank L. Greenway, MD 3 ; Donna H. Ryan, MD 3 ; Donald Williamson, PhD 3 ; Brandi Armand, LPN; Jennifer Arceneaux; Amy Bachand, MA; Michelle Begnaud, LDN, RD, CDE; Betsy Berhard; Elizabeth Caderette; Barbara Cerniauskas, LDN, RD, CDE; David Creel, MA; Diane Crow; Crystal Duncan; Helen Guay, LDN, LPC, RD; Carolyn Johnson, Lisa Jones; Nancy Kora; Kelly LaFleur; Kim Landry; Missy Lingle; Jennifer Perault; Cindy Puckett; Mandy Shipp, RD; Marisa Smith; Elizabeth Tucker",
Obesity_(Silver_Spring)/PMC3943994.nxml,0.8410200759631038,Cora E. Lewis;Thomas MPH 2;Monika Safford;Vicki DiLillo;Charlotte Bragg;Amy Dobelstein;Stacey Gilbert;Stephen Glasser;Sara Hannum;Anne Hubbell;Jennifer Jones;DeLavallade Lee;Ruth Luketic;L. Christie Oden;Janet Raines;Cathy Roche;Janet Truman;Nita Webb;Casey Azuero;Jane King;Andre Morgan,PhD;PhD,The University of Alabama;LD;MPH;MD 3;MA;MPH;RN;MPH;MLT;Harvard Center Massachusetts General Hospital,"The University of Alabama at Birmingham  Cora E. Lewis, MD, MSPH 1 ; Sheikilya Thomas MPH 2 ; Monika Safford, MD 3 ; Vicki DiLillo, PhD; Charlotte Bragg, MS, RD, LD; Amy Dobelstein; Stacey Gilbert, MPH; Stephen Glasser, MD 3 ; Sara Hannum, MA; Anne Hubbell, MS; Jennifer Jones, MA; DeLavallade Lee; Ruth Luketic, MA, MBA, MPH; L. Christie Oden; Janet Raines, MS; Cathy Roche, PhD, RN; Janet Truman; Nita Webb, MA; Casey Azuero, MPH; Jane King, MLT; Andre Morgan Harvard Center Massachusetts General Hospital .",
Obesity_(Silver_Spring)/PMC3943994.nxml,0.3367003367003367,David M. Nathan;Enrico Cagliero;Kathryn Hayward,,MD 1,"David M. Nathan, MD 1 ; Enrico Cagliero, MD 3 ; Kathryn Hayward, MD 3 ;",
Obesity_(Silver_Spring)/PMC3943994.nxml,0.9225406661502711,Linda Delahanty;Ellen Anderson;Laurie Bissett;Valerie Goldman;Theresa Michel;Mary Larkin;Christine Stevens;Kylee Miller;Jimmy Chen;Karen Blumenthal;Gail Winning;Rita Tsay;Helen Cyr,DSc,Heather Turgeon;RN;BS;CDE;MS;MS;MS;RD;Virginia Harlan;MSW;CCS;RN;RN;BA;BA;BA;BA,"Heather Turgeon, RN, BS, CDE 2 ; Linda Delahanty, MS, RD 3 ; Ellen Anderson, MS, RD 3 ; Laurie Bissett, MS, RD; Valerie Goldman, MS, RD; Virginia Harlan, MSW; Theresa Michel, DPT, DSc, CCS; Mary Larkin, RN; Christine Stevens, RN; Kylee Miller, BA; Jimmy Chen, BA; Karen Blumenthal, BA; Gail Winning, BA; Rita Tsay, RD; Helen Cyr, RD;",
Obesity_(Silver_Spring)/PMC3943994.nxml,0.8002008032128516,Maria Pinto Joslin Diabetes Center;Edward S. Horton;Sharon D. Jackson;Osama Hamdy;A. Enrique Caballero;MD 3;Sarah Bain;Elizabeth Bovaird;Barbara Fargnoli;Jeanne Spellman;Ann Goebel-Fabbri;Lori Lambert,Center;PhD;A.;MD;PhD,MS;RD;CDE;BS;BSN;RN;MS;RD;BS;MS,"Maria Pinto Joslin Diabetes Center : Edward S. Horton, MD 1 ; Sharon D. Jackson, MS, RD, CDE 2 ; Osama Hamdy, MD, PhD 3 ; A. Enrique Caballero, MD 3 ; Sarah Bain, BS; Elizabeth Bovaird, BSN, RN; Barbara Fargnoli, MS,RD; Jeanne Spellman, BS, RD; Ann Goebel-Fabbri, PhD; Lori Lambert, MS, RD;",
Obesity_(Silver_Spring)/PMC3943994.nxml,,Sarah Ledbury;Maureen Malloy;Kerry Ovalle;George Blackburn;Christos Mantzoros;Kristina Spellman;James O. Hill;Marsha Miller;Brent Van Dorsten;Judith Regensteiner;Ligia Coelho;Paulette Cohrs;Susan Green;April Hamilton;Jere Hamilton;Eugene Leshchinskiy;Lindsey Munkwitz;Loretta Rome;Terra Worley;Kirstie Craul;Sheila Smith;John P. Foreyt;Rebecca S. Reeves;Henry Pownall;Ashok Balasubramanyam;Peter Jones;Michele Burrington;Chu-Huang Chen;Allyson Clark Gardner;Molly Gee;Sharon Griggs;Michelle Hamilton;Veronica Holley;Jayne Joseph;Jennifer Schmidt,MEd;PhD;DSc;PhD;PhD;PhD;CCRC;PhD;PhD;PhD;MEd,BS;MS;RCEP;CDE;RN;RD University of Colorado Health Sciences Center;RD 2;BS;RN;BSN;BS;CCRC;BA;BS;BA;CDE;BS Baylor College of Medicine;MD 3;RN;MS;RD;Julieta Palencia;RN;White The University of Tennessee Health Science Center University of Tennessee East,"Sarah Ledbury, MEd, RD; Maureen Malloy, BS; Kerry Ovalle, MS, RCEP, CDE Beth Israel Deaconess Medical Center : George Blackburn, MD, PhD 1 ; Christos Mantzoros, MD, DSc 3 ; Ann McNamara, RN; Kristina Spellman, RD University of Colorado Health Sciences Center  James O. Hill, PhD 1 ; Marsha Miller, MS, RD 2 ; Brent Van Dorsten, PhD 3 ; Judith Regensteiner, PhD 3 ; Ligia Coelho, BS; Paulette Cohrs, RN, BSN; Susan Green; April Hamilton, BS, CCRC; Jere Hamilton, BA; Eugene Leshchinskiy; Lindsey Munkwitz, BS; Loretta Rome, TRS; Terra Worley, BA; Kirstie Craul, RD,CDE; Sheila Smith, BS Baylor College of Medicine  John P. Foreyt, PhD 1 ; Rebecca S. Reeves, DrPH, RD 2 ; Henry Pownall, PhD 3 ; Ashok Balasubramanyam, MBBS 3 ; Peter Jones, MD 3 ; Michele Burrington, RD, RN; Chu-Huang Chen, MD, PhD 3 ; Allyson Clark Gardner,MS, RD; Molly Gee, MEd, RD; Sharon Griggs; Michelle Hamilton; Veronica Holley; Jayne Joseph, RD; Julieta Palencia, RN; Jennifer Schmidt; Carolyn White The University of Tennessee Health Science Center University of Tennessee East.  ",
Obesity_(Silver_Spring)/PMC3943994.nxml,1.0,Karen C. Johnson;Carolyn Gresham;Amy Brewer;Mace Coday;Lisa Jones;Lynne Lichtermann;Shirley Vosburg;J. Lee Taylor,PhD,MPH 1;RN 2;MS;RN;RN;BSN;MPH;MBA University of Tennessee Downtown,"Karen C. Johnson, MD, MPH 1 ; Carolyn Gresham, RN 2 ; Stephanie Connelly, MD, MPH 3 ; Amy Brewer, RD, MS; Mace Coday, PhD; Lisa Jones, RN; Lynne Lichtermann, RN, BSN; Shirley Vosburg, RD, MPH; and J. Lee Taylor, MEd, MBA University of Tennessee Downtown.  ",
Obesity_(Silver_Spring)/PMC3943994.nxml,0.6924965223795106,"Abbas E. Kitabchi;Ebenezer Nyenwe;Helen Lambeth;Amy Brewer;Debra Clark;Debra Force;Donna Green;Robert Kores;Robert W. Jeffery;Carolyn Thorson;John P. Bantle;J. Bruce Redmon;Richard S. Crow;Scott Crow;Susan K Raatz;Jeanne Carls;Tara Carmean-Mihm;Julia Devonish;Emily Finch;Anna Fox, MA;Elizabeth Hoelscher;La Donna James;Vicki A. Maddy;Birgitta I. Rice;Tricia Skarphol;Ann D. Tucker;Mary Susan Voeller;Cara Walcheck;Jennifer Patricio;Stanley Heshka;Carmen Pal;Lynn Allen;Lolline Chong;Marci Gluck;Diane Hirsch;Mary Anne Holowaty;Michelle Horowitz;Nancy Rau;Dori Brill Steinberg;Thomas A. Wadden;Barbara J Maschak-Carey;Robert I. Berkowitz;Seth Braunstein;Gary Foster;Henry Glick;Shiriki Kumanyika;Stanley S. Schwartz;Michael Allen;Yuliis Bell;Johanna Brock;Susan Brozena;Ray Carvajal;Helen Chomentowski;Canice Crerand;Renee Davenport;Andrea Diamond;Anthony Fabricatore;Lee Goldberg;Louise Hesson;Thomas Hudak;LaShanda Jones-Corneille;Andrew Kao;Robert Kuehnel;Patricia Lipschutz;Monica Mullen;John M. Jakicic;David E. Kelley;Jacqueline Wesche-Thobaben;Lewis H. Kuller;Andrea Kriska;Amy D. Otto;Lin Ewing;Mary Korytkowski;Daniel Edmundowicz;Monica E. Yamamoto;Rebecca Danchenko;Barbara Elnyczky;David O. Garcia;George A. Grove;Patricia H. Harper;Susan Harrier;Nicole L. Helbling;Diane Ives;Juliet Mancino;Anne Mathews;Tracey Y. Murray;Joan R. Ritchea;Susan Urda;Donna L. Wolf;Rena R. Wing;Renee Bright;Vincent Pera;John Jakicic;Deborah Tate;Amy Gorin;Kara Gallagher;Amy Bach;Barbara Bancroft;Anna Bertorelli;Richard Carey;Kimberley Chula-Maguire;Pamela Coward;Lisa Cronkite;Julie Currin;Maureen Daly;Caitlin Egan;Erica Ferguson;Linda Foss;Jennifer Gauvin;Don Kieffer;Lauren Lessard;Deborah Maier;Tammy Monk;Rob Nicholson;Erin Patterson;Suzanne Phelan;Hollie Raynor;Douglas Raynor;Natalie Robinson;Deborah Robles;Jane Tavares;Steven M. Haffner;Helen P. Hazuda;Maria G. Montez;Carlos Lorenzo;Charles F. Coleman;Domingo Granado;Kathy Hathaway;Juan Carlos Isaac;Nora Ramirez;RD VA Puget",PhD;MD;MD;PhD;MD;MD;PhD;MEd;CHES;CHES;PhD;MD;PhD;PhD;PhD;PhD;PhD;PhD;PhD;PhD;PhD;PhD;PhD;PhD;PhD;PhD;MD;PhD;PhD;PhD;PhD;PhD;PhD;PhD;PhD;PhD;PhD;PhD;PhD;Ph.D.;Puget,RN;BSN 2;MS;LDN;LPN;MT;MS;LDN;RN;PhD University of Minnesota;MD 3;Carolyne Campbell;BA;MA;MPH;CHES;BS;RN;BS;BA;BA;BS;Roosevelt Hospital Center;Xavier Pi-Sunyer;MS 2;BS;RD;RNC;MS;CDE;MS;CN;MS;MS;CDE;BS University of Pennsylvania;MSN;CDE;MPH;MS;MSN;CRNP;MS;Nayyar Iqbal;MSN;MPH University of Pittsburgh;MD 1;RN;BSN;CDE;FADA;BS;MS;MS;LDN;BS;RN;MPH;MS;RD;CDE;LDN;LDN;BS;BS;CTR;The Miriam Hospital/Brown Medical School;MS 2;RN;MS;BS;Tatum Charron;BS;Heather Chenot;BS;RN;BS;MPH;BS;BS;MS; JP Massaro;BS;BS;MS;RD;BS The University of Texas Health Science Center;RN;MSHP;CDE;MS;RC;BSN;RN;BSN;Ronda Saenz,"Abbas E. Kitabchi, PhD, MD 1 ; Ebenezer Nyenwe, MD 3 ; Helen Lambeth, RN, BSN 2 ; Amy Brewer, MS, RD,LDN; Debra Clark, LPN; Andrea Crisler, MT; Debra Force, MS, RD, LDN; Donna Green, RN; Robert Kores, PhD University of Minnesota  Robert W. Jeffery, PhD 1 ; Carolyn Thorson, CCRP 2 ; John P. Bantle, MD 3 ; J. Bruce Redmon, MD 3 ; Richard S. Crow, MD 3 ; Scott Crow, MD 3 ; Susan K Raatz, PhD, RD 3 ; Kerrin Brelje, MPH, RD; Carolyne Campbell; Jeanne Carls, MEd; Tara Carmean-Mihm, BA; Julia Devonish, MS; Emily Finch, MA; Anna Fox, MA; Elizabeth Hoelscher, MPH, RD, CHES; La Donna James; Vicki A. Maddy, BS, RD; Therese Ockenden, RN; Birgitta I. Rice, MS, RPh, CHES; Tricia Skarphol, BS; Ann D. Tucker, BA; Mary Susan Voeller, BA; Cara Walcheck, BS, RD St. Luke's Roosevelt Hospital Center  Xavier Pi-Sunyer, MD 1 ; Jennifer Patricio, MS 2 ; Stanley Heshka, PhD 3 ; Carmen Pal, MD 3 ; Lynn Allen, MD; Lolline Chong, BS, RD; Marci Gluck, PhD; Diane Hirsch, RNC, MS, CDE; Mary Anne Holowaty, MS, CN; Michelle Horowitz, MS, RD; Nancy Rau, MS, RD, CDE; Dori Brill Steinberg, BS University of Pennsylvania  Thomas A. Wadden, PhD  1 ; Barbara J Maschak-Carey, MSN,CDE  2 ; Robert I. Berkowitz, MD  3 ; Seth Braunstein, MD, PhD  3  ; Gary Foster, PhD  3 ; Henry Glick, PhD  3 ; Shiriki Kumanyika, PhD, RD, MPH  3 ; Stanley S. Schwartz, MD  3  ; Michael Allen, RN; Yuliis Bell; Johanna Brock; Susan Brozena, MD; Ray Carvajal, MA; Helen Chomentowski; Canice Crerand, PhD; Renee Davenport; Andrea Diamond, MS, RD; Anthony Fabricatore, PhD; Lee Goldberg, MD; Louise Hesson, MSN, CRNP; Thomas Hudak, MS; Nayyar Iqbal, MD; LaShanda Jones-Corneille, PhD; Andrew Kao, MD; Robert Kuehnel, PhD; Patricia Lipschutz, MSN; Monica Mullen, RD, MPH University of Pittsburgh  John M. Jakicic, PhD 1 , David E. Kelley, MD 1 ; Jacqueline Wesche-Thobaben, RN, BSN, CDE 2 ; Lewis H. Kuller, MD, DrPH 3 ; Andrea Kriska, PhD 3 ; Amy D. Otto, PhD, RD, LDN 3 , Lin Ewing, PhD, RN 3 , Mary Korytkowski, MD 3 , Daniel Edmundowicz, MD 3 ; Monica E. Yamamoto, DrPH, RD, FADA  3 ; Rebecca Danchenko, BS; Barbara Elnyczky; David O. Garcia, MS; George A. Grove, MS; Patricia H. Harper, MS, RD, LDN; Susan Harrier, BS; Nicole L. Helbling, MS, RN; Diane Ives, MPH; Juliet Mancino, MS, RD, CDE, LDN; Anne Mathews, PhD, RD, LDN; Tracey Y. Murray, BS; Joan R. Ritchea; Susan Urda, BS, CTR; Donna L. Wolf, PhD The Miriam Hospital/Brown Medical School  Rena R. Wing, PhD 1 ; Renee Bright, MS 2 ; Vincent Pera, MD 3 ; John Jakicic, PhD 3 ; Deborah Tate, PhD 3 ; Amy Gorin, PhD 3 ; Kara Gallagher, PhD 3 ; Amy Bach, PhD; Barbara Bancroft, RN, MS; Anna Bertorelli, MBA, RD; Richard Carey, BS; Tatum Charron, BS; Heather Chenot, MS; Kimberley Chula-Maguire, MS; Pamela Coward, MS, RD; Lisa Cronkite, BS; Julie Currin, MD; Maureen Daly, RN; Caitlin Egan, MS; Erica Ferguson, BS, RD; Linda Foss, MPH; Jennifer Gauvin, BS; Don Kieffer, PhD; Lauren Lessard, BS; Deborah Maier, MS; JP Massaro, BS; Tammy Monk, MS; Rob Nicholson, PhD; Erin Patterson, BS; Suzanne Phelan, PhD; Hollie Raynor, PhD, RD; Douglas Raynor, PhD; Natalie Robinson, MS, RD; Deborah Robles; Jane Tavares, BS The University of Texas Health Science Center at San Antonio  Steven M. Haffner, MD 1 ; Helen P. Hazuda, Ph.D. 1 ; Maria G. Montez, RN, MSHP, CDE 2 ; Carlos Lorenzo, MD 3 ; Charles F. Coleman, MS, RD; Domingo Granado, RN; Kathy Hathaway, MS, RD; Juan Carlos Isaac, RC, BSN; Nora Ramirez, RN, BSN; Ronda Saenz, MS, RD VA Puget",
Obesity_(Silver_Spring)/PMC3943994.nxml,0.6569782009521423,Steven E. Kahn;Brenda Montgomery;Robert Knopp;Edward Lipkin;Dace Trence;Terry Barrett;Joli Bartell;Diane Greenberg;Anne Murillo;Betty Ann;Jolanta Socha;Alan Wesley;William C. Knowler;Paula Bolin;Tina Killean;Cathy Manus;Jonathan Krakoff;Jeffrey M. Curtis;Justin Glass;Sara Michaels;Peter H. Bennett;Tina Morgan;Shandiin Begay;Paul Bloomquist;Teddy Costa;Bernadita Fallis RN;Jeanette Hermes;Diane F. Hollowbreast;Ruby Johnson;Maria Meacham;Julie Nelson;Carol Percy;Patricia Poorthunder;Sandra Sangster;Nancy Scurlock;Leigh A. Shovestull;Janelia Smiley;Katie Toledo;Christina Tomchee;Darryl Tonemah;Anne Peters;Valerie Ruelas;Siran Ghazarian;Kati Konersman,PhD;MEd;A.,"Sound Health Care System / University of Washington;MB, ChB 1;RN;MS;CDE;MD 3;BS;BA;BS;BS;MPH;RN;MC 2;BS 2;LPN;MPH 3;MB;MPH;BS;RHIT;CCS;BSN;RN;CDE;RN;MSN;ANP-C;CDE;CDE;BA;University of Southern California;MSW;Mandy) Graves Hillstrom;CDE;CDE;Sara Serafin-Dokhan","Sound Health Care System / University of Washington  Steven E. Kahn, MB, ChB 1 ; Brenda Montgomery, RN, MS, CDE 2 ; Robert Knopp, MD 3 ; Edward Lipkin, MD 3 ; Dace Trence, MD 3 ; Terry Barrett, BS; Joli Bartell, BA; Diane Greenberg, PhD; Anne Murillo, BS; Betty Ann Richmond, MEd; Jolanta Socha, BS; April Thomas, MPH, RD; Alan Wesley, BA Southwestern American Indian Center, Phoenix, Arizona and Shiprock, New Mexico  William C. Knowler, MD, DrPH 1 ; Paula Bolin, RN, MC 2 ; Tina Killean, BS 2 ; Cathy Manus, LPN 3 ; Jonathan Krakoff, MD 3 ; Jeffrey M. Curtis, MD, MPH 3 ; Justin Glass, MD 3 ; Sara Michaels, MD 3 ; Peter H. Bennett, MB, FRCP 3 ; Tina Morgan 3 ; Shandiin Begay, MPH; Paul Bloomquist, MD; Teddy Costa, BS; Bernadita Fallis RN, RHIT, CCS; Jeanette Hermes, MS,RD; Diane F. Hollowbreast; Ruby Johnson; Maria Meacham, BSN, RN, CDE; Julie Nelson, RD; Carol Percy, RN; Patricia Poorthunder; Sandra Sangster; Nancy Scurlock, MSN, ANP-C, CDE; Leigh A. Shovestull, RD, CDE; Janelia Smiley; Katie Toledo, MS, LPC; Christina Tomchee, BA; Darryl Tonemah, PhD University of Southern California  Anne Peters, MD 1 ; Valerie Ruelas, MSW, LCSW 2 ; Siran Ghazarian, MD 2 ; Kathryn (Mandy) Graves Hillstrom, EdD,RD,CDE; Kati Konersman, MA, RD, CDE; Sara Serafin-Dokhan",grave
Obesity_(Silver_Spring)/PMC3943994.nxml,,Judy L. Bahnson;Lynne E. Wagenknecht;DrPH 3;David Reboussin;W. Jack Rejeski;Alain G. Bertoni;Wei Lang;Michael S. Lawlor;David Lefkowitz;Gary D. Miller;Patrick S. Reynolds;Paul M. Ribisl;Mara Vitolins;Haiying Chen;Lawrence M. Friedman;Brenda L. Craven;Kathy M. Dotson;Amelia Hodges;Carrie C. Williams;Andrea Anderson;Jerry M. Barnes;Mary Barr;Daniel P. Beavers;Tara Beckner;Cralen Davis;Patricia A. Feeney;Candace Goode;Jason Griffin;Lea Harvin;Patricia Hogan;Sarah A. Gaussoin;Mark King;Kathy Lane;Rebecca H. Neiberg;Michael P. Walkup;Karen Wall;Terri Windham Central Resources Centers DXA;Michael Nevitt;Ann Schwartz;John Shepherd;Michaela Rahorst;Lisa Palermo;Susan Ewing;Cynthia Hayashi;Jason Maeda;Jessica Chmielewski 2;Ronald J. Prineas;Charles Campbell 2;Zhu-Ming Zhang;Teresa Alexander;Lisa Keasler;Susan Hensley;Yabing Li;Robert Moran;Richard Foushee;Nancy J. Hall;Kidney Diseases;Mary Evans;Barbara Harrison;Van S. Hubbard;Susan Z.Yanovski;Robert Kuczmarski;Lawton S. Cooper;Peter Kaufman;Edward W. Gregg;David F. Williamson;Ping Zhang,PhD;PhD;PhD;PhD;PhD;PhD;MD;PhD;PhD;PhD;PhD;A.;PhD;PhD;PhD;PhD;PhD;MSc;PhD;PhD;PhD;PhD;PhD;PhD;PhD;PhD;PhD,"Center Wake Forest University; Mark A. Espeland;BA;MD;MPH 3;MS, CCRP 2;BA 2;BS;MA, CCRP 2;MA;Valle-Fagan;BS;BS;MS;BS;BS;AAS;Center,;University of California at San Francisco;MS, MA;MPH Central Laboratory;Northwest Lipid Metabolism and Diabetes Research Laboratories  Santica M. Marcovina;ScD 1;Vinod Gaur;ECG Reading Center;Wake Forest University School of Medicine;Elsayed Z. Soliman MD;University of South Carolina;Arnold School of Public Health;Center for Research in Nutrition and Health Disparities;1 Hall-Foushee Communications;MA Federal Sponsors National Institute of Diabetes;Digestive;MS;PhD National Heart;Blood Institute;MPH;FABMR Centers for Disease Control and Prevention","Coordinating Center Wake Forest University  Mark A. Espeland, PhD 1 ; Judy L. Bahnson, BA, CCRP 3 ; Lynne E. Wagenknecht, DrPH 3 ; David Reboussin, PhD 3 ; W. Jack Rejeski, PhD 3 ; Alain G. Bertoni, MD, MPH 3 ; Wei Lang, PhD 3 ; Michael S. Lawlor, PhD 3 ; David Lefkowitz, MD 3 ; Gary D. Miller, PhD 3 ; Patrick S. Reynolds, MD 3 ; Paul M. Ribisl, PhD 3 ; Mara Vitolins, DrPH 3 ; Haiying Chen, PhD 3 ; Delia S. West, PhD 3 ; Lawrence M. Friedman, MD 3 ; Brenda L. Craven, MS, CCRP 2 ; Kathy M. Dotson, BA 2 ; Amelia Hodges, BS, CCRP 2 ; Carrie C. Williams, MA, CCRP 2 ; Andrea Anderson, MS; Jerry M. Barnes, MA; Mary Barr; Daniel P. Beavers, PhD; Tara Beckner; Cralen Davis, MS; Thania Del Valle-Fagan, MD; Patricia A. Feeney, MS; Candace Goode; Jason Griffin, BS; Lea Harvin, BS; Patricia Hogan, MS; Sarah A. Gaussoin, MS; Mark King, BS; Kathy Lane, BS; Rebecca H. Neiberg, MS; Michael P. Walkup, MS; Karen Wall, AAS; Terri Windham Central Resources Centers DXA Reading Center, University of California at San Francisco  Michael Nevitt, PhD 1 ; Ann Schwartz, PhD 2 ; John Shepherd, PhD 3 ; Michaela Rahorst; Lisa Palermo, MS, MA; Susan Ewing, MS; Cynthia Hayashi; Jason Maeda, MPH Central Laboratory, Northwest Lipid Metabolism and Diabetes Research Laboratories  Santica M. Marcovina, PhD, ScD 1 ; Jessica Chmielewski 2 ; Vinod Gaur, PhD 4 ECG Reading Center, EPICARE, Wake Forest University School of Medicine  Elsayed Z. Soliman MD, MSc, MS 1 ; Ronald J. Prineas, MD, PhD 1 ; Charles Campbell 2 ; Zhu-Ming Zhang, MD 3 ; Teresa Alexander; Lisa Keasler; Susan Hensley; Yabing Li, MD Diet Assessment Center, University of South Carolina, Arnold School of Public Health, Center for Research in Nutrition and Health Disparities  Robert Moran, PhD 1 Hall-Foushee Communications, Inc.  Richard Foushee, PhD; Nancy J. Hall, MA Federal Sponsors National Institute of Diabetes and Digestive and Kidney Diseases  Mary Evans, PhD; Barbara Harrison, MS; Van S. Hubbard, MD, PhD; Susan Z.Yanovski, MD; Robert Kuczmarski, PhD National Heart, Lung, and Blood Institute  Lawton S. Cooper, MD, MPH; Peter Kaufman, PhD, FABMR Centers for Disease Control and Prevention  Edward W. Gregg, PhD; David F. Williamson, PhD; Ping Zhang, PhD Funding and Support",
